patient_id,nombre,apellido,genero,fecha_nacimiento,tipo_sangre,lat,lng,comuna,barrio,direccion,telefono,email,documento,ips_asignada,condicion_preexistente,fhir_patient_id
pat-1505,Jesús,Duque,male,1955-02-24,O-,3.431834,-76.54268,10,Caney,Cr. 198J # 25-6 Este,576079077048,jesús.duque1505@gmail.com,17291483,ips-las-015,ninguna,Patient/pat-1505
pat-0363,Robinson,Castro,male,1978-05-14,O-,3.467952,-76.529201,3,Centenario,Carrera 33 # 4D-15 Este,6039373864,robinson.castro363@gmail.com,51455302,ips-cps-040,EPOC,Patient/pat-0363
pat-1492,Luz,Aguilar,female,1980-06-12,O-,3.429559,-76.552506,10,Caney,Cl. 8 Bis # 7-88 Sur,+57 321 286 86 10,luz.aguilar1492@gmail.com,66507825,ips-las-015,artritis,Patient/pat-1492
pat-1174,Diana,Gómez,female,1968-02-15,AB+,3.46091,-76.554564,8,Libertadores,Cr. 1S # 3L-15 Sur,018004219522,diana.gómez1174@gmail.com,47531240,ips-col-017,cardiopatía,Patient/pat-1174
pat-0194,Judith,Hurtado,female,1964-02-15,AB+,3.472741,-76.508625,2,Chipichape,Cr. 21 # 70-9 Sur,308 840 97 85,judith.hurtado194@gmail.com,46540265,ips-cuc-014,ninguna,Patient/pat-0194
pat-0949,Liliana,Salazar,female,1980-02-07,B-,3.474008,-76.555538,7,Alcázares,Av. carrera 80 # 93-9 Este,+576037541890,liliana.salazar949@gmail.com,58039455,ips-pie-026,insuficiencia renal,Patient/pat-0949
pat-2787,Viviana,Torres,female,1963-01-02,AB+,3.39625,-76.548957,18,Cañaveralejo,Cr. 139H Bis D # 7-82 Sur,573081566510,viviana.torres2787@gmail.com,19069088,ips-vip-039,hipertensión,Patient/pat-2787
pat-2290,Lucía,Ceballos,female,1988-02-29,B+,3.380164,-76.507071,15,Navarro,Cr. 11 # 6-13 Sur,+57 315 897 43 18,lucía.ceballos2290@gmail.com,99301859,ips-nav-025,hipertensión,Patient/pat-2290
pat-1784,Santos,Flórez,male,1997-12-28,A-,3.413367,-76.523648,13,Agua Blanca,Calle 8E # 7-7 Este,606 360 98 27,santos.flórez1784@gmail.com,52131585,ips-elo-028,ninguna,Patient/pat-1784
pat-3003,Azucena,Jaimes,female,2012-02-03,O-,3.469661,-76.550177,19,El Calvario,Carrera 23 # 2-4,(+57) 309 599 35 29,azucena.jaimes3003@gmail.com,85673348,ips-huc-001,EPOC,Patient/pat-3003
pat-2455,Jhon,Mendoza,male,2000-10-13,B+,3.356206,-76.546571,16,El Jardín,Cl. 136G # 9S-3,(+57) 313 593 53 13,jhon.mendoza2455@gmail.com,62908270,ips-sil-022,ninguna,Patient/pat-2455
pat-0008,Cristina,Bastidas,female,1973-04-29,A-,3.511093,-76.499381,1,El Oriente,Calle 136 # 38Y-29,(+57) 306 468 65 06,cristina.bastidas8@gmail.com,91756179,ips-alb-024,EPOC,Patient/pat-0008
pat-1835,Liliana,Rodríguez,female,1982-12-07,A+,3.419231,-76.504261,13,Agua Blanca,Cl. 4ª # 98-1 Este,57 314 894 71 33,liliana.rodríguez1835@gmail.com,10719539,ips-elo-028,ninguna,Patient/pat-1835
pat-2741,Nelly,Arias,female,1946-05-03,AB+,3.406552,-76.543154,18,Cañaveralejo,Avenida Jean Daniel Tovar Ramírez # 9-24 Sur,9358306,nelly.arias2741@gmail.com,23171952,ips-vip-039,ninguna,Patient/pat-2741
pat-2743,María,Arévalo,female,1945-08-19,O-,3.419969,-76.585134,18,Cañaveralejo,Carrera 16T # 10-6,+573205638217,maría.arévalo2743@gmail.com,87600317,ips-vip-039,EPOC,Patient/pat-2743
pat-1114,Yenny,Suárez,female,1961-12-20,O-,3.463649,-76.543732,8,Libertadores,Avenida calle 8ª # 76-4 Sur,57 322 763 29 81,yenny.suárez1114@gmail.com,15830187,ips-col-017,ninguna,Patient/pat-1114
pat-2628,José,Ardila,male,1977-01-14,A-,3.410865,-76.57158,18,Cañaveralejo,Avenida carrera 7ª # 72W-9 Este,307 947 36 49,josé.ardila2628@gmail.com,26989313,ips-vip-039,ninguna,Patient/pat-2628
pat-1095,Gabriel,Duarte,male,2001-06-11,B+,3.450479,-76.555602,8,Libertadores,Carrera 59 # 81-25 Este,(+57)3271582877,gabriel.duarte1095@gmail.com,35086055,ips-col-017,EPOC,Patient/pat-1095
pat-0831,Milena,González,female,2000-07-10,A+,3.485631,-76.538936,6,Santa Isabel,Cl. 80 # 49-94 Este,573079792300,milena.gonzález831@gmail.com,45596211,ips-nor-011,asma,Patient/pat-0831
pat-3354,María,Muñoz,female,1989-04-19,AB-,3.397827,-76.512668,21,Desepaz,Calle 126Q # 2-41 Este,573069268938,maría.muñoz3354@gmail.com,72814453,ips-pmd-036,artritis,Patient/pat-3354
pat-3062,María,Salazar,female,1994-09-18,AB+,3.456916,-76.531547,19,El Calvario,Calle 17 # 7-71 Sur,(+57) 304 151 59 02,maría.salazar3062@gmail.com,40327888,ips-huc-001,asma,Patient/pat-3062
pat-1151,Lorena,Pérez,female,1966-10-03,A-,3.469695,-76.548299,8,Libertadores,Carrera 198 Bis # 5-49 Este,(+57) 324 121 23 87,lorena.pérez1151@gmail.com,61361533,ips-col-017,asma,Patient/pat-1151
pat-2814,Paula,Ramírez,female,1977-10-02,A+,3.419948,-76.566825,18,Cañaveralejo,Carrera 6ª # 4-2 Este,(+57) 325 865 16 50,paula.ramírez2814@gmail.com,14331840,ips-vip-039,artritis,Patient/pat-2814
pat-0181,María,Ramos,female,1991-04-15,B-,3.46951,-76.52021,2,Chipichape,Calle 3ª # 47-92,57 317 549 32 40,maría.ramos181@gmail.com,80138498,ips-cuc-014,insuficiencia renal,Patient/pat-0181
pat-2363,Tatiana,Sandoval,female,1988-06-16,A+,3.394424,-76.507519,15,Navarro,Transversal 172R # 66-77,+573200976868,tatiana.sandoval2363@gmail.com,66906118,ips-nav-025,ninguna,Patient/pat-2363
pat-0055,Álvaro,Pabón,male,1964-12-03,B-,3.514387,-76.487558,1,El Oriente,Cr. 4Z # 46-49 Este,(+57) 314 978 01 31,álvaro.pabón55@gmail.com,49823450,ips-alb-024,asma,Patient/pat-0055
pat-0717,Deiby,Herrera,male,1992-08-24,A-,3.440149,-76.532696,5,Guayaquil,Calle 4ª # 55-6 Sur,+573079880018,deiby.herrera717@gmail.com,52057323,ips-col-017,artritis,Patient/pat-0717
pat-1690,Aldair,Martínez,male,2009-02-20,B+,3.430873,-76.521914,11,El Real,Av. calle 170 # 97-48 Este,(+57)3297874131,aldair.martínez1690@gmail.com,77562908,ips-gua-029,asma,Patient/pat-1690
pat-1908,Albeiro,Carvajal,male,1997-03-29,AB+,3.411763,-76.482145,13,Agua Blanca,Calle 19 Bis X # 9-89,57 305 213 23 13,albeiro.carvajal1908@gmail.com,87363548,ips-elo-028,artritis,Patient/pat-1908
pat-1772,Socorro,Vargas,female,1985-11-18,AB+,3.471064,-76.526491,12,Terrón Colorado,Carrera 99 # 97-89,306 244 87 41,socorro.vargas1772@gmail.com,85982862,ips-pie-026,hipertensión,Patient/pat-1772
pat-3182,Leidy,Ayala,female,1981-11-01,A-,3.456192,-76.541673,20,Marroquín,Tr. 144 # 6N-89 Sur,329 366 17 42,leidy.ayala3182@gmail.com,10923862,ips-pie-026,hipertensión,Patient/pat-3182
pat-0153,Antonio,Barragán,male,1973-11-30,AB+,3.483794,-76.518238,2,Chipichape,Cl. 170C # 27A-6,309 512 93 50,antonio.barragán153@gmail.com,33640702,ips-cuc-014,ninguna,Patient/pat-0153
pat-0123,César,Suárez,male,1993-10-03,B+,3.478901,-76.529743,2,Chipichape,Cl. 9ª # 6-5,6059115472,césar.suárez123@gmail.com,41039390,ips-cuc-014,insuficiencia renal,Patient/pat-0123
pat-1546,Consuelo,Arboleda,female,1986-12-09,B-,3.427666,-76.554007,10,Caney,Carrera 2C # 18-3,+57 303 025 11 12,consuelo.arboleda1546@gmail.com,28782825,ips-las-015,hipertensión,Patient/pat-1546
pat-1629,Yesid,García,male,1980-06-19,A+,3.424549,-76.549435,11,El Real,Cr. 112E # 82-74,+576086850216,yesid.garcía1629@gmail.com,49348536,ips-gua-029,insuficiencia renal,Patient/pat-1629
pat-3045,Aurora,Gil,female,2012-04-04,A+,3.456864,-76.520634,19,El Calvario,Cl. 9ª # 5-40 Sur,+573131389531,aurora.gil3045@gmail.com,52176116,ips-huc-001,diabetes tipo 2,Patient/pat-3045
pat-0883,José,Pinto,male,1989-09-25,B+,3.476178,-76.510555,6,Santa Isabel,Calle 16Z # 2-44 Sur,+573163307714,josé.pinto883@gmail.com,18806960,ips-nor-011,ninguna,Patient/pat-0883
pat-3353,Lucía,Quiroga,female,1999-06-02,O+,3.36486,-76.462452,21,Desepaz,Cl. 40 # 8-9 Sur,(+57) 327 036 49 38,lucía.quiroga3353@gmail.com,62314365,ips-pmd-036,ninguna,Patient/pat-3353
pat-0260,Elena,Romero,female,1984-06-02,A-,3.491094,-76.497801,2,Chipichape,Tr. 21 # 89-3 Este,573192877392,elena.romero260@gmail.com,71040347,ips-cuc-014,artritis,Patient/pat-0260
pat-1965,Sandra,Delgado,female,1997-12-31,AB+,3.406693,-76.481153,13,Agua Blanca,Avenida calle 158 # 20I-9 Sur,323 268 90 09,sandra.delgado1965@gmail.com,88952163,ips-elo-028,ninguna,Patient/pat-1965
pat-2307,Carlos,Sánchez,male,1989-07-25,A+,3.401048,-76.528301,15,Navarro,Avenida Filandia # 92-1,573252124025,carlos.sánchez2307@gmail.com,25750026,ips-nav-025,ninguna,Patient/pat-2307
pat-0093,Gloria,Prada,female,1963-05-27,B+,3.492724,-76.490415,1,El Oriente,Calle 116 # 76-7 Sur,(+57) 323 735 34 44,gloria.prada93@gmail.com,87925434,ips-alb-024,ninguna,Patient/pat-0093
pat-1107,Ricardo,Barrera,male,1976-05-08,O+,3.456634,-76.544391,8,Libertadores,Cr. 121I # 93-9,(+57)3097530037,ricardo.barrera1107@gmail.com,32511225,ips-col-017,artritis,Patient/pat-1107
pat-1119,Alexander,Díaz,male,1976-02-29,A+,3.44799,-76.537965,8,Libertadores,Av. Marín # 2-5,2232727,alexander.díaz1119@gmail.com,87576121,ips-col-017,ninguna,Patient/pat-1119
pat-2284,Lorena,González,female,2006-09-13,A+,3.381591,-76.52077,15,Navarro,Av. carrera 7ª # 5-6 Sur,+573181077500,lorena.gonzález2284@gmail.com,51714724,ips-nav-025,hipertensión,Patient/pat-2284
pat-2375,Leidy,Durán,female,1978-06-07,B-,3.39889,-76.529347,15,Navarro,Calle 153 # 38-8,(+57)3063209587,leidy.durán2375@gmail.com,50912220,ips-nav-025,ninguna,Patient/pat-2375
pat-1865,Isabel,Benítez,female,1984-12-15,A-,3.407021,-76.495025,13,Agua Blanca,Calle 24 # 5K-22 Este,+573224513132,isabel.benítez1865@gmail.com,63533881,ips-elo-028,ninguna,Patient/pat-1865
pat-0962,Julieth,López,female,2019-07-31,AB-,3.473295,-76.550436,7,Alcázares,Calle 4I # 10-59 Este,576041311873,julieth.lópez962@gmail.com,46484819,ips-pie-026,insuficiencia renal,Patient/pat-0962
pat-0353,Kelly,Guerrero,female,1992-01-29,AB-,3.449068,-76.516659,3,Centenario,Cr. 98 # 76-7,57 318 654 57 80,kelly.guerrero353@gmail.com,80339290,ips-cps-040,ninguna,Patient/pat-0353
pat-3093,Martha,Reyes,female,1991-12-24,A-,3.466954,-76.535105,20,Marroquín,Dg. 74 # 91-3,01 8001 571 580,martha.reyes3093@gmail.com,42847443,ips-pie-026,EPOC,Patient/pat-3093
pat-3446,Pablo,Arias,male,1990-04-04,A+,3.406054,-76.482977,22,El Pueblo,Cl. 13 # 4-95,57 307 723 24 99,pablo.arias3446@gmail.com,10625592,ips-agu-021,artritis,Patient/pat-3446
pat-0716,Cristian,Guevara,male,1980-12-15,B-,3.446403,-76.539186,5,Guayaquil,Transversal 16 # 13-63,573074981673,cristian.guevara716@gmail.com,61414775,ips-col-017,diabetes tipo 2,Patient/pat-0716
pat-3372,David,Torres,male,2006-10-19,A-,3.398729,-76.469729,21,Desepaz,Cr. 100 Bis # 39-3 Este,57 318 324 29 36,david.torres3372@gmail.com,90975711,ips-pmd-036,ninguna,Patient/pat-3372
pat-0125,Carmen,Agudelo,female,2009-08-04,O-,3.474241,-76.513384,2,Chipichape,Cr. 90 # 9-60 Este,316 165 05 37,carmen.agudelo125@gmail.com,82828034,ips-cuc-014,cardiopatía,Patient/pat-0125
pat-0493,Janeth,Angulo,female,1984-11-26,B-,3.459066,-76.525686,4,Flores,Calle 87V # 84-63,57 300 532 31 79,janeth.angulo493@gmail.com,49945150,ips-pro-013,ninguna,Patient/pat-0493
pat-2559,Santiago,Herrera,male,1979-05-25,A+,3.37462,-76.529524,17,Meléndez,Avenida carrera 8ª # 1-6 Este,57 325 380 29 04,santiago.herrera2559@gmail.com,38386094,ips-clv-002,hipertensión,Patient/pat-2559
pat-1872,Carmen,García,female,1978-09-01,AB-,3.419769,-76.501101,13,Agua Blanca,Cr. 64 # 29B-42 Este,57 603 119 29 31,carmen.garcía1872@gmail.com,46034695,ips-elo-028,ninguna,Patient/pat-1872
pat-1077,Mireya,González,female,1996-12-25,AB-,3.453904,-76.538816,7,Alcázares,Carrera 9ª # 6-70,(+57)6078852724,mireya.gonzález1077@gmail.com,97766064,ips-pie-026,EPOC,Patient/pat-1077
pat-2688,Manuel,Sánchez,male,1990-06-18,O+,3.435015,-76.529098,18,Cañaveralejo,Av. José Guerrero # 83-5 Sur,3060492980,manuel.sánchez2688@gmail.com,13836781,ips-vip-039,cardiopatía,Patient/pat-2688
pat-1238,Luz,Cuéllar,female,1993-09-22,B+,3.448134,-76.530197,9,Los Libertadores,Cl. 2K # 20-94 Este,+57 605 125 99 67,luz.cuéllar1238@gmail.com,94444996,ips-sjs-004,hipertensión,Patient/pat-1238
pat-0492,Catalina,Martínez,female,1974-01-19,B-,3.473388,-76.561934,4,Flores,Calle 20 # 42-4 Este,(+57)6011927813,catalina.martínez492@gmail.com,43087238,ips-pro-013,ninguna,Patient/pat-0492
pat-0144,Eliana,López,female,1967-10-25,O+,3.473504,-76.509611,2,Chipichape,Av. Hernández # 3U-94 Sur,+57 326 522 26 55,eliana.lópez144@gmail.com,59512272,ips-cuc-014,EPOC,Patient/pat-0144
pat-1219,María,Ayala,female,2001-08-24,B-,3.48395,-76.528336,8,Libertadores,Carrera 3N Este # 58-3 Este,3009361135,maría.ayala1219@gmail.com,79338228,ips-col-017,ninguna,Patient/pat-1219
pat-0092,Alba,González,female,1993-05-01,O-,3.513608,-76.485497,1,El Oriente,Calle 185I # 87-2 Este,(+57) 315 614 11 41,alba.gonzález92@gmail.com,13704481,ips-alb-024,diabetes tipo 2,Patient/pat-0092
pat-1711,Andrea,Ríos,female,1996-02-19,A-,3.469761,-76.551168,12,Terrón Colorado,Cr. 50 # 3-53 Sur,+573121337913,andrea.ríos1711@gmail.com,34273079,ips-pie-026,artritis,Patient/pat-1711
pat-1147,Gladys,Zapata,female,1995-10-15,A-,3.460075,-76.536129,8,Libertadores,Cl. 87F # 74R-27 Sur,603 607 71 43,gladys.zapata1147@gmail.com,78892172,ips-col-017,ninguna,Patient/pat-1147
pat-0312,Paola,Pérez,female,2019-05-06,A-,3.466665,-76.536812,3,Centenario,Avenida calle 3ª # 65-43,(+57) 306 851 00 33,paola.pérez312@gmail.com,29042093,ips-cps-040,hipertensión,Patient/pat-0312
pat-1528,Alfonso,Calderón,male,1983-06-11,O+,3.426721,-76.551277,10,Caney,Cr. 129C # 32-17 Sur,(+57)3293715280,alfonso.calderón1528@gmail.com,45522715,ips-las-015,EPOC,Patient/pat-1528
pat-1734,Carolina,Bonilla,female,2003-05-05,O-,3.463832,-76.565575,12,Terrón Colorado,Avenida carrera 15 # 2-1 Sur,314 277 58 28,carolina.bonilla1734@gmail.com,30499966,ips-pie-026,ninguna,Patient/pat-1734
pat-0782,María,Gutiérrez,female,1990-04-26,A+,3.471318,-76.497428,6,Santa Isabel,Av. calle 91 # 12N-3 Sur,818 25 78,maría.gutiérrez782@gmail.com,38859601,ips-nor-011,artritis,Patient/pat-0782
pat-0882,María,Benavides,female,2008-11-22,AB-,3.49534,-76.494924,6,Santa Isabel,Avenida carrera 21 # 76C-8 Sur,573237592943,maría.benavides882@gmail.com,79323646,ips-nor-011,artritis,Patient/pat-0882
pat-2794,Wilson,Muñoz,male,1968-10-08,O-,3.419936,-76.541992,18,Cañaveralejo,Avenida Wilman Julián Pulido Mejía # 75-43,+57 319 150 71 22,wilson.muñoz2794@gmail.com,24450015,ips-vip-039,cardiopatía,Patient/pat-2794
pat-0220,Mercedes,Ortiz,female,1981-02-03,AB-,3.472353,-76.536002,2,Chipichape,Cl. 26 # 94D-3 Este,+57 318 475 98 85,mercedes.ortiz220@gmail.com,29944139,ips-cuc-014,cardiopatía,Patient/pat-0220
pat-0399,Yuli,Velásquez,female,1971-01-25,O-,3.447845,-76.537398,3,Centenario,Carrera 25 # 8J-66,+573169063040,yuli.velásquez399@gmail.com,96274567,ips-cps-040,EPOC,Patient/pat-0399
pat-0654,Paola,Ruiz,female,1991-12-05,O-,3.454679,-76.579503,5,Guayaquil,Cl. 7ª # 4-14,018003994092,paola.ruiz654@gmail.com,73909453,ips-col-017,diabetes tipo 2,Patient/pat-0654
pat-2327,Julio,Gamboa,male,1981-03-16,AB+,3.375337,-76.524118,15,Navarro,Av. calle 22 # 98-69 Este,608 323 10 51,julio.gamboa2327@gmail.com,98336655,ips-nav-025,hipertensión,Patient/pat-2327
pat-2889,Fernanda,Hoyos,female,2009-12-22,A-,3.43925,-76.540925,19,El Calvario,Cl. 168 # 6-24 Este,+57 309 215 78 57,fernanda.hoyos2889@gmail.com,80834264,ips-huc-001,hipertensión,Patient/pat-2889
pat-3175,Ruby,Hernández,female,2012-01-14,B-,3.46725,-76.518453,20,Marroquín,Carrera 62 # 12-2 Este,+57 326 660 01 72,ruby.hernández3175@gmail.com,31659959,ips-pie-026,cardiopatía,Patient/pat-3175
pat-2547,Enrique,Muñoz,male,1979-11-27,A-,3.346151,-76.530203,17,Meléndez,Transversal 77 # 1X-4 Este,+57 311 900 21 38,enrique.muñoz2547@gmail.com,49011805,ips-clv-002,insuficiencia renal,Patient/pat-2547
pat-0001,Luz,Hoyos,female,1971-07-21,A+,3.507709,-76.515778,1,El Oriente,Calle 3J # 2V-70 Este,573264559807,luz.hoyos1@gmail.com,71662963,ips-alb-024,ninguna,Patient/pat-0001
pat-1124,Katherine,Ojeda,female,1992-11-20,O+,3.44933,-76.548114,8,Libertadores,Calle 42 # 95-81 Este,326 829 76 38,katherine.ojeda1124@gmail.com,63345392,ips-col-017,asma,Patient/pat-1124
pat-0046,Alfonso,Miranda,male,1970-04-03,B-,3.492502,-76.487642,1,El Oriente,Carrera 6 Este # 49-2 Sur,3122273308,alfonso.miranda46@gmail.com,35529407,ips-alb-024,ninguna,Patient/pat-0046
pat-3008,Arley,Galvis,male,2013-12-18,B+,3.448406,-76.536675,19,El Calvario,Transversal 51 # 43-72,57 327 533 75 10,arley.galvis3008@gmail.com,73148560,ips-huc-001,diabetes tipo 2,Patient/pat-3008
pat-0128,Astrid,García,female,1949-06-05,A+,3.46427,-76.500918,2,Chipichape,Avenida carrera 89 # 4-2,01 8002 041 988,astrid.garcía128@gmail.com,57212267,ips-cuc-014,ninguna,Patient/pat-0128
pat-0002,Antonio,Rodríguez,male,1965-09-08,AB+,3.499772,-76.478205,1,El Oriente,Carrera 4 Bis W # 7-67,(+57) 301 617 39 16,antonio.rodríguez2@gmail.com,20576383,ips-alb-024,ninguna,Patient/pat-0002
pat-0440,Óscar,Moreno,male,1964-09-03,A-,3.458109,-76.545333,4,Flores,Cr. 168T # 4-8 Este,01 8001 504 495,óscar.moreno440@gmail.com,79538491,ips-pro-013,EPOC,Patient/pat-0440
pat-0319,Ruth,Garcés,female,1963-08-27,O+,3.472959,-76.522922,3,Centenario,Dg. 163 # 6-57,+57 607 744 27 87,ruth.garcés319@gmail.com,38933176,ips-cps-040,ninguna,Patient/pat-0319
pat-1018,Ángel,Méndez,male,2014-07-24,B-,3.483143,-76.544779,7,Alcázares,Av. carrera 5ª # 3-4 Este,573293533090,ángel.méndez1018@gmail.com,49483865,ips-pie-026,cardiopatía,Patient/pat-1018
pat-2566,Sofía,Ruiz,female,1993-06-12,AB+,3.350462,-76.530199,17,Meléndez,Av. carrera 155 # 53-88 Este,(+57)3285641229,sofía.ruiz2566@gmail.com,74642647,ips-clv-002,cardiopatía,Patient/pat-2566
pat-2445,Fabiola,Mendoza,female,1987-11-30,B-,3.39692,-76.547726,16,El Jardín,Cr. 98 Sur # 56S-4 Sur,57 329 685 25 57,fabiola.mendoza2445@gmail.com,47539330,ips-sil-022,EPOC,Patient/pat-2445
pat-2298,Rocío,Patiño,female,1998-12-20,AB+,3.387173,-76.527315,15,Navarro,Av. calle 1ª # 60-4 Sur,(+57)3299605164,rocío.patiño2298@gmail.com,62487600,ips-nav-025,diabetes tipo 2,Patient/pat-2298
pat-1967,Flor,Arroyo,female,1981-02-02,AB-,3.412133,-76.540081,13,Agua Blanca,Calle 23 # 8-2 Este,(+57)3194105525,flor.arroyo1967@gmail.com,75705089,ips-elo-028,insuficiencia renal,Patient/pat-1967
pat-2804,Eliana,Gutiérrez,female,1947-03-17,O-,3.447075,-76.54202,18,Cañaveralejo,Dg. 19E # 9-96 Este,018002556610,eliana.gutiérrez2804@gmail.com,57846632,ips-vip-039,ninguna,Patient/pat-2804
pat-0677,Diego,Pabón,male,1957-11-03,B-,3.456474,-76.540988,5,Guayaquil,Cr. 62 # 4F-67,(+57)6043590781,diego.pabón677@gmail.com,61532114,ips-col-017,ninguna,Patient/pat-0677
pat-2466,Carlos,Arango,male,2021-04-21,O+,3.390149,-76.547035,16,El Jardín,Carrera 60 # 9-3,+576037976401,carlos.arango2466@gmail.com,94219725,ips-sil-022,ninguna,Patient/pat-2466
pat-1601,Edwin,Díaz,male,1971-01-31,B+,3.421343,-76.523725,11,El Real,Cr. 26 # 1-9 Este,309 535 38 43,edwin.díaz1601@gmail.com,87000815,ips-gua-029,hipertensión,Patient/pat-1601
pat-1876,Lucía,López,female,1995-05-22,B-,3.392413,-76.491497,13,Agua Blanca,Av. carrera 90 # 78-5,57 602 120 73 74,lucía.lópez1876@gmail.com,96920825,ips-elo-028,EPOC,Patient/pat-1876
pat-2757,Luz,Pinto,female,2013-07-20,A-,3.439387,-76.577031,18,Cañaveralejo,Cl. 23 # 3-5,+573267979751,luz.pinto2757@gmail.com,54759391,ips-vip-039,ninguna,Patient/pat-2757
pat-3315,Antonio,Blanco,male,1968-12-22,AB-,3.374335,-76.519728,21,Desepaz,Diagonal 4R # 76-7 Este,576069049706,antonio.blanco3315@gmail.com,14593302,ips-pmd-036,EPOC,Patient/pat-3315
pat-2916,Adriana,Ríos,female,1989-09-15,O+,3.466031,-76.525471,19,El Calvario,Cr. 7ª # 9-2 Este,3218813176,adriana.ríos2916@gmail.com,53325492,ips-huc-001,insuficiencia renal,Patient/pat-2916
pat-3259,Carmen,Jaramillo,female,1979-01-14,O+,3.369941,-76.518484,21,Desepaz,Av. Díaz # 5-43,+57 313 941 86 20,carmen.jaramillo3259@gmail.com,24902300,ips-pmd-036,cardiopatía,Patient/pat-3259
pat-1368,Julieth,Guerrero,female,1995-05-27,A+,3.441862,-76.529076,9,Los Libertadores,Av. carrera 136 # 3-3 Sur,605 886 13 40,julieth.guerrero1368@gmail.com,34008676,ips-sjs-004,cardiopatía,Patient/pat-1368
pat-0742,Guillermo,Salazar,male,1975-10-26,O+,3.481107,-76.491122,6,Santa Isabel,Transversal 104O # 87D-7 Sur,57 608 191 87 68,guillermo.salazar742@gmail.com,99399687,ips-nor-011,EPOC,Patient/pat-0742
pat-2839,Sonia,Pérez,female,1977-05-18,B-,3.392996,-76.559055,18,Cañaveralejo,Transversal 110 # 5-5,+573173331819,sonia.pérez2839@gmail.com,80711829,ips-vip-039,ninguna,Patient/pat-2839
pat-0051,María,Hernández,female,1991-05-10,AB-,3.505551,-76.514257,1,El Oriente,Avenida carrera 1ª # 21F-79,313 422 88 94,maría.hernández51@gmail.com,74606833,ips-alb-024,asma,Patient/pat-0051
pat-1270,Johana,Ruiz,female,2001-02-25,A+,3.41925,-76.539095,9,Los Libertadores,Cr. 63 # 29-95 Este,437 38 25,johana.ruiz1270@gmail.com,19447334,ips-sjs-004,ninguna,Patient/pat-1270
pat-3261,Hugo,Hernández,male,1986-02-18,B+,3.381233,-76.484483,21,Desepaz,Calle 2ª # 45-15 Sur,320 429 08 56,hugo.hernández3261@gmail.com,89162732,ips-pmd-036,ninguna,Patient/pat-3261
pat-2094,Óscar,Tovar,male,1984-03-02,O-,3.394981,-76.494614,13,Agua Blanca,Avenida Chiriguaná # 7-55,301 647 44 42,óscar.tovar2094@gmail.com,59976005,ips-elo-028,EPOC,Patient/pat-2094
pat-2877,Patricia,Villegas,female,1982-08-25,A-,3.457443,-76.525172,19,El Calvario,Avenida Casanare # 6-6 Este,573293991297,patricia.villegas2877@gmail.com,78590026,ips-huc-001,diabetes tipo 2,Patient/pat-2877
pat-1034,Carlos,Ríos,male,1953-05-04,AB+,3.473596,-76.526545,7,Alcázares,Transversal 88 # 43T-90 Este,+573126198594,carlos.ríos1034@gmail.com,44439001,ips-pie-026,ninguna,Patient/pat-1034
pat-3152,Juan,Vanegas,male,2002-05-13,A-,3.469327,-76.536568,20,Marroquín,Av. calle 162 # 96-10 Sur,506 01 84,juan.vanegas3152@gmail.com,94742934,ips-pie-026,cardiopatía,Patient/pat-3152
pat-0942,Alexander,Gómez,male,1985-04-21,A+,3.482622,-76.513536,6,Santa Isabel,Cr. 71 # 57-65 Este,573158678158,alexander.gómez942@gmail.com,25541047,ips-nor-011,insuficiencia renal,Patient/pat-0942
pat-0223,Nelson,Jaimes,male,1980-01-11,AB+,3.470877,-76.519549,2,Chipichape,Carrera 72 # 89-7,602 685 27 71,nelson.jaimes223@gmail.com,41348220,ips-cuc-014,insuficiencia renal,Patient/pat-0223
pat-2899,Patricia,Márquez,female,1984-01-01,A-,3.465753,-76.530515,19,El Calvario,Dg. 17 # 94Z-8 Este,607 980 52 52,patricia.márquez2899@gmail.com,20939544,ips-huc-001,insuficiencia renal,Patient/pat-2899
pat-1479,Claudia,Mosquera,female,1987-01-10,B+,3.413417,-76.56262,10,Caney,Cl. 82 # 39-96,57 311 046 13 41,claudia.mosquera1479@gmail.com,21363335,ips-las-015,EPOC,Patient/pat-1479
pat-3198,Viviana,Correa,female,1977-02-16,AB-,3.460526,-76.527701,20,Marroquín,Cl. 5ª # 3-3 Este,576031042682,viviana.correa3198@gmail.com,69037325,ips-pie-026,ninguna,Patient/pat-3198
pat-2430,David,Arango,male,1969-11-09,B-,3.368181,-76.545404,16,El Jardín,Carrera 113 # 83-56 Este,57 305 877 03 99,david.arango2430@gmail.com,63350718,ips-sil-022,cardiopatía,Patient/pat-2430
pat-0878,Angie,Castrillón,female,1984-09-28,O+,3.487595,-76.520003,6,Santa Isabel,Carrera 182 # 79-49 Sur,3158667807,angie.castrillón878@gmail.com,75984013,ips-nor-011,diabetes tipo 2,Patient/pat-0878
pat-1224,Rocío,Caro,female,1983-10-17,B-,3.459062,-76.545584,8,Libertadores,Av. Ana Tatiana Jiménez Zapata # 81-32 Este,+57 302 637 28 93,rocío.caro1224@gmail.com,53036072,ips-col-017,hipertensión,Patient/pat-1224
pat-2336,Flor,Martínez,female,1967-10-04,AB+,3.384712,-76.519676,15,Navarro,Cr. 21 # 49-3 Este,573205933407,flor.martínez2336@gmail.com,97210510,ips-nav-025,EPOC,Patient/pat-2336
